id,Fleet,Vehicle ID,Date,Energy Consumption Rate,Total Distance,Total Run Time,Idling Time,Driving Time,Initial SOC,Final SOC,SOC Used,Min SOC,Max SOC,Total Energy Consumption,Average Ambient Temperature,Average Speed,Initial Odometer,Final Odometer,Percent Idling Time,Average Driving Speed,Fleet_full,Region,Fleet ID,Model Year,Initial Service Year,Data Collection Start,Data Collection End,Model Name,Manufacturer,Weight Class,Curb Weight,Capital Cost,Nominal Range,Nominal Efficiency,Peak Power,Peak Torque,Towing Capacity,Battery Chemistry,Rated Energy,Fuel Fired Heater?,Max Charge Rate,Charge Connector,Total Fleet Size,% Electrified,State,Census Region,Body Style,Sector,Vocation,Vehicle Platform,Fleet Type,Data Collection Method,Heater Type,vehicle_name
749,SC1,EV192,4/18/23,2.286,100,4.46,0.27,4.21,100,32.8,106.8,NA,NA,228.6,59.98333333,22.42152466,6239,6339,0.060538117,23.75296912,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
750,SC1,EV192,4/19/23,2.105102041,98,4.49,0.9,3.59,100,36.4,96.4,NA,NA,206.3,64.60833333,21.82628062,6339,6437,0.200445434,27.29805014,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
751,SC1,EV192,4/28/23,2.22247191,89,3.45,0.33,3.13,100,57.6,92.4,NA,NA,197.8,61.49285714,25.79710145,6437,6526,0.095652174,28.43450479,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
752,SC1,EV192,5/1/23,2.34893617,94,3.91,0.35,3.54,100,44.8,103.2,NA,NA,220.8,61.46666667,24.04092072,6526,6620,0.089514066,26.55367232,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
753,SC1,EV192,5/2/23,2.266666667,48,2.39,0.29,2.11,100,49.2,50.8,NA,NA,108.8,58.66666667,20.08368201,6620,6668,0.121338912,22.74881517,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
754,SC1,EV192,5/3/23,2.308860759,79,3.55,0.13,3.41,100,40.4,85.2,NA,NA,182.4,60.8,22.25352113,6668,6747,0.036619718,23.16715543,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
755,SC1,EV192,5/4/23,2.455421687,83,3.93,0.43,3.51,100,46.8,95.2,NA,NA,203.8,60.3625,21.11959288,6747,6830,0.109414758,23.64672365,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
756,SC1,EV192,5/5/23,2.360606061,66,3.07,0.4,2.66,100,76.8,72.8,NA,NA,155.8,61.28333333,21.49837134,6830,6896,0.13029316,24.81203008,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
757,SC1,EV192,5/8/23,2.335416667,48,2.17,0.23,1.94,100,47.6,52.4,NA,NA,112.1,60,22.11981567,6896,6944,0.105990783,24.74226804,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
758,SC1,EV192,5/9/23,2.604255319,47,2.05,0.35,1.71,100,42.8,57.2,NA,NA,122.4,67.4,22.92682927,7038,7085,0.170731707,27.48538012,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
759,SC1,EV192,5/10/23,2.55,46,2.35,0.23,2.11,100,45.2,54.8,NA,NA,117.3,57.93333333,19.57446809,7085,7131,0.09787234,21.80094787,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
760,SC1,EV192,5/11/23,2.371264368,87,3.8,0.27,3.53,100,46,96.4,NA,NA,206.3,65.15,22.89473684,7131,7218,0.071052632,24.64589235,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
761,SC1,EV192,5/12/23,2.194791667,96,4.46,0.83,3.63,100,51.2,98.4,NA,NA,210.7,63.8125,21.52466368,7218,7314,0.186098655,26.44628099,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
763,SC1,EV192,5/17/23,2.14516129,93,4.23,0.41,3.81,100,54,93.2,NA,NA,199.5,63.25625,21.9858156,7431,7524,0.096926714,24.40944882,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
764,SC1,EV192,5/18/23,2.461363636,88,4.2,0.33,3.86,100,45.2,101.2,NA,NA,216.6,64.9125,20.95238095,7524,7612,0.078571429,22.79792746,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
765,SC1,EV192,5/19/23,2.357303371,89,3.62,0.51,3.1,100,48,98,NA,NA,209.8,64.12,24.58563536,7612,7701,0.140883978,28.70967742,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
766,SC1,EV192,5/22/23,2.176086957,46,2.2,0.37,1.82,100,53.2,46.8,NA,NA,100.1,62.13333333,20.90909091,7701,7747,0.168181818,25.27472527,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
767,SC1,EV192,5/23/23,2.24516129,93,4.2,0.45,3.75,100,49.6,97.6,NA,NA,208.8,61.9375,22.14285714,7747,7840,0.107142857,24.8,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
768,SC1,EV192,5/25/23,2.235294118,85,3.77,0.3,3.47,100,52.8,88.8,NA,NA,190,65.34166667,22.5464191,7840,7925,0.079575597,24.49567723,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
769,SC1,EV192,5/30/23,2.217777778,90,4.28,0.64,3.64,100,51.6,93.2,NA,NA,199.6,63.36666667,21.02803738,7925,8015,0.14953271,24.72527473,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
770,SC1,EV192,5/31/23,2.312765957,47,2.02,0.34,1.68,100,49.2,50.8,NA,NA,108.7,65.6,23.26732673,8015,8062,0.168316832,27.97619048,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
771,SC1,EV192,6/1/23,2.591428571,35,1.58,0.15,1.42,93.6,51.2,42.4,NA,NA,90.7,65.9,22.15189873,8066,8101,0.094936709,24.64788732,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
772,SC1,EV192,6/2/23,2.331914894,94,4.24,0.52,3.72,100,46,102.4,NA,NA,219.2,65.04,22.16981132,8101,8195,0.122641509,25.2688172,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
773,SC1,EV192,6/5/23,2.333684211,95,4.07,0.49,3.57,100,46,103.6,NA,NA,221.7,65.425,23.34152334,8195,8290,0.12039312,26.61064426,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
774,SC1,EV192,6/6/23,2.116483516,91,4.15,0.57,3.58,100,55.2,90,NA,NA,192.6,66.8,21.92771084,8290,8381,0.137349398,25.41899441,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
775,SC1,EV192,6/7/23,2.225,80,3.39,0.33,3.07,100,44.4,83.2,NA,NA,178,64.25,23.59882006,8381,8461,0.097345133,26.05863192,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
776,SC1,EV192,6/8/23,2.1625,40,1.73,0.32,1.41,100,59.6,40.4,NA,NA,86.5,62.7875,23.12138728,8461,8501,0.184971098,28.36879433,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
777,SC1,EV192,6/9/23,2.504477612,67,3.02,0.28,2.75,100,74,78.4,NA,NA,167.8,65.425,22.18543046,8502,8569,0.092715232,24.36363636,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
778,SC1,EV192,6/12/23,2.2125,48,2.02,0.05,1.96,100,51.2,49.6,NA,NA,106.2,61.975,23.76237624,8569,8617,0.024752475,24.48979592,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
779,SC1,EV192,6/30/23,2.14,40,1.28,0.16,1.11,80.4,40.4,40,NA,NA,85.6,77.1,31.25,8995,9035,0.125,36.03603604,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
780,SC1,EV192,8/14/23,2.391666667,24,1.17,0.4,0.77,91.2,63.6,26.8,NA,NA,57.4,66.1,20.51282051,9781,9805,0.341880342,31.16883117,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
781,SC1,EV192,8/16/23,2.321428571,14,1.04,0.33,0.71,99.2,84,15.2,NA,NA,32.5,79.45,13.46153846,9877,9891,0.317307692,19.71830986,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
782,SC1,EV192,8/17/23,2.264516129,31,1.64,0.14,1.5,100,67.2,32.8,NA,NA,70.2,69.5,18.90243902,9891,9922,0.085365854,20.66666667,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
783,SC1,EV192,8/18/23,2.173076923,26,1.27,0.05,1.22,100,73.6,26.4,NA,NA,56.5,65.3,20.47244094,9922,9948,0.039370079,21.31147541,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
784,SC1,EV192,8/22/23,2.512,75,4.88,1.15,3.74,100,45.6,88,NA,NA,188.4,78.66666667,15.36885246,9948,10023,0.235655738,20.05347594,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
785,SC1,EV192,8/23/23,2.525862069,58,3.09,0.16,2.93,100,66.8,68.4,NA,NA,146.5,77.22,18.77022654,10023,10081,0.051779935,19.79522184,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
786,SC1,EV192,8/24/23,2.888235294,51,2.98,0.47,2.51,100,69.2,68.8,NA,NA,147.3,74.555,17.11409396,10081,10132,0.157718121,20.3187251,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
787,SC1,EV192,8/25/23,2.646052632,76,3.87,0.44,3.44,100,38.4,94,NA,NA,201.1,73.64571429,19.63824289,10132,10208,0.11369509,22.09302326,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
788,SC1,EV192,8/28/23,2.6,30,1.63,0.15,1.48,100,63.6,36.4,NA,NA,78,74.03333333,18.40490798,10208,10238,0.09202454,20.27027027,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
789,SC1,EV192,8/29/23,2.683783784,74,4.41,0.68,3.75,99.6,40.4,92.8,NA,NA,198.6,84.57714286,16.78004535,10238,10312,0.154195011,19.73333333,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
790,SC1,EV192,8/30/23,2.361904762,21,1.11,0.2,0.9,40.4,17.2,23.2,NA,NA,49.6,73.5,18.91891892,10312,10333,0.18018018,23.33333333,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
791,SC1,EV192,8/31/23,2.8,53,2.96,0.46,2.51,100,70.4,69.2,NA,NA,148.4,76.60833333,17.90540541,10333,10386,0.155405405,21.11553785,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
792,SC1,EV192,9/1/23,2.736111111,72,3.83,0.55,3.28,100,44.4,92,NA,NA,197,75.83833333,18.79895561,10386,10458,0.143603133,21.95121951,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
793,SC1,EV192,9/5/23,2.437179487,78,4.1,0.34,3.77,100,45.6,88.8,NA,NA,190.1,72.21785714,19.02439024,10458,10536,0.082926829,20.68965517,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
794,SC1,EV192,9/6/23,2.958823529,68,3.1,0.36,2.75,100,24.8,94,NA,NA,201.2,75.1125,21.93548387,10536,10604,0.116129032,24.72727273,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
795,SC1,EV192,9/7/23,2.851898734,79,4.03,0.41,3.65,100,35.2,105.2,NA,NA,225.3,78.33888889,19.60297767,10604,10683,0.101736973,21.64383562,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
796,SC1,EV192,9/8/23,2.814285714,77,3.75,0.28,3.47,100,38.8,101.2,NA,NA,216.7,81.36,20.53333333,10683,10760,0.074666667,22.19020173,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
797,SC1,EV192,9/11/23,2.625,44,2.69,0.51,2.19,100,46,54,NA,NA,115.5,80.15,16.35687732,10760,10804,0.189591078,20.0913242,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
798,SC1,EV192,9/12/23,2.422368421,76,4.27,0.48,3.8,100,48,86,NA,NA,184.1,76.45833333,17.79859485,10804,10880,0.112412178,20,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
799,SC1,EV192,9/13/23,2.654098361,61,2.95,0.34,2.61,100,42.8,75.6,NA,NA,161.9,74.16,20.6779661,10880,10941,0.115254237,23.37164751,SC1 IC,SC,Fleet36,2023,2022,44837,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
