id,Fleet,Vehicle ID,Date,Energy Consumption Rate,Total Distance,Total Run Time,Idling Time,Driving Time,Initial SOC,Final SOC,SOC Used,Min SOC,Max SOC,Total Energy Consumption,Average Ambient Temperature,Average Speed,Initial Odometer,Final Odometer,Percent Idling Time,Average Driving Speed,Fleet_full,Region,Fleet ID,Model Year,Initial Service Year,Data Collection Start,Data Collection End,Model Name,Manufacturer,Weight Class,Curb Weight,Capital Cost,Nominal Range,Nominal Efficiency,Peak Power,Peak Torque,Towing Capacity,Battery Chemistry,Rated Energy,Fuel Fired Heater?,Max Charge Rate,Charge Connector,Total Fleet Size,% Electrified,State,Census Region,Body Style,Sector,Vocation,Vehicle Platform,Fleet Type,Data Collection Method,Heater Type,vehicle_name
1021,SC1,EV194,6/8/23,1.769230769,91,5.11,0.83,4.28,100,37.6,75.2,NA,NA,161,69.82166667,17.80821918,6859,6950,0.162426614,21.26168224,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1022,SC1,EV194,6/12/23,1.94494382,89,4.89,0.85,4.04,100,36.8,80.8,NA,NA,173.1,66.92666667,18.200409,6951,7041,0.173824131,22.02970297,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1023,SC1,EV194,6/15/23,1.55,16,0.71,0.02,0.69,100,88.4,11.6,NA,NA,24.8,67.46666667,22.53521127,7043,7059,0.028169014,23.1884058,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1024,SC1,EV194,6/20/23,1.358333333,12,0.67,0.1,0.57,100,92.4,7.6,NA,NA,16.3,76.71666667,17.91044776,7059,7071,0.149253731,21.05263158,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1025,SC1,EV194,6/23/23,1.5,16,1.25,0.37,0.88,100,88.8,11.2,NA,NA,24,66.25,12.8,7071,7087,0.296,18.18181818,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1026,SC1,EV194,6/26/23,1.527027027,37,1.32,0.18,1.14,100,73.6,26.4,NA,NA,56.5,65.04,28.03030303,7087,7124,0.136363636,32.45614035,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1027,SC1,EV194,6/30/23,1.714285714,14,0.96,0.16,0.8,87.6,75.6,11.2,NA,NA,24,76.92857143,14.58333333,7124,7138,0.166666667,17.5,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1028,SC1,EV194,8/24/23,1.381927711,83,4.1,0.45,3.64,100,65.6,53.6,NA,NA,114.7,78.89702381,20.24390244,7228,7311,0.109756098,22.8021978,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1029,SC1,EV194,8/25/23,1.336263736,91,4.36,0.49,3.88,100,67.2,56.8,NA,NA,121.6,78.59444444,20.87155963,7311,7402,0.112385321,23.45360825,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1030,SC1,EV194,8/28/23,1.670731707,82,3.71,0.77,2.95,100,69.6,64,NA,NA,137,84.65,22.10242588,7402,7484,0.20754717,27.79661017,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1031,SC1,EV194,8/29/23,1.444444444,54,2.34,0.28,2.09,69.6,33.2,36.4,NA,NA,78,70.7,23.07692308,7484,7538,0.11965812,25.83732057,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1032,SC1,EV194,8/30/23,1.555339806,103,4.95,0.59,4.36,100,49.2,74.8,NA,NA,160.2,76.48,20.80808081,7538,7643,0.119191919,23.62385321,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1033,SC1,EV194,8/31/23,1.380555556,108,5.25,0.63,4.63,100,53.6,69.6,NA,NA,149.1,78.25982143,20.57142857,7643,7751,0.12,23.32613391,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1034,SC1,EV194,9/1/23,1.308080808,99,4.69,0.54,4.17,100,69.2,60.4,NA,NA,129.5,76.22583333,21.108742,7751,7850,0.115138593,23.74100719,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1035,SC1,EV194,9/5/23,1.343,100,4.5,0.36,4.15,100,69.6,62.8,NA,NA,134.3,74.59583333,22.22222222,7850,7950,0.08,24.09638554,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1036,SC1,EV194,9/6/23,1.396842105,95,4.63,0.46,4.17,100,62.8,62,NA,NA,132.7,77.35740741,20.51835853,7950,8048,0.099352052,22.78177458,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1037,SC1,EV194,9/7/23,1.362857143,105,4.82,0.4,4.41,100,54.8,66.8,NA,NA,143.1,82.17944444,21.78423237,8048,8153,0.082987552,23.80952381,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1038,SC1,EV194,9/8/23,1.333333333,99,4.57,0.49,4.08,100,67.6,61.6,NA,NA,132,82.97083333,21.66301969,8153,8252,0.107221007,24.26470588,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1039,SC1,EV194,9/11/23,1.417391304,23,1.25,0.36,0.88,100,84.8,15.2,NA,NA,32.6,80.25,18.4,8252,8275,0.288,26.13636364,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1040,SC1,EV194,9/12/23,1.33030303,99,4.87,0.58,4.31,100,67.6,61.6,NA,NA,131.7,77.68666667,20.32854209,8275,8374,0.119096509,22.96983759,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1041,SC1,EV194,9/13/23,1.374747475,99,4.67,0.52,4.17,100,60.4,63.6,NA,NA,136.1,75.11444444,21.19914347,8374,8475,0.111349036,23.74100719,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1042,SC1,EV194,9/14/23,1.401010101,99,4.93,0.81,4.11,100,66.4,64.8,NA,NA,138.7,74.34814815,20.0811359,8475,8574,0.164300203,24.08759124,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1043,SC1,EV194,9/15/23,1.356382979,94,4.47,0.58,3.89,100,71.2,59.6,NA,NA,127.5,73.2452381,21.02908277,8574,8668,0.129753915,24.16452442,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1044,SC1,EV194,9/18/23,1.327368421,95,4.43,0.76,3.69,100,70.4,58.8,NA,NA,126.1,74.4,21.44469526,8668,8763,0.171557562,25.74525745,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1045,SC1,EV194,9/19/23,1.4,99,4.53,0.66,3.87,100,65.6,64.8,NA,NA,138.6,73.83333333,21.85430464,8763,8862,0.145695364,25.58139535,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1046,SC1,EV194,9/20/23,1.380645161,93,4.19,0.41,3.76,100,62,60,NA,NA,128.4,74.69583333,22.19570406,8862,8959,0.097852029,24.73404255,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1047,SC1,EV194,9/21/23,1.415841584,101,4.64,0.45,4.2,100,41.2,66.8,NA,NA,143,72.30185185,21.76724138,8959,9060,0.096982759,24.04761905,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1048,SC1,EV194,9/22/23,1.36,85,4.8,0.68,4.12,100,56.4,54,NA,NA,115.6,67.8830303,17.70833333,9060,9145,0.141666667,20.63106796,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1049,SC1,EV194,9/25/23,1.462025316,79,3.32,0.56,2.77,100,71.6,54,NA,NA,115.5,72.625,23.79518072,9145,9224,0.168674699,28.5198556,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1050,SC1,EV194,9/27/23,1.44742268,97,4.6,0.57,4.03,100,57.2,65.6,NA,NA,140.4,71.10972222,21.08695652,9224,9325,0.123913043,24.06947891,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1051,SC1,EV194,9/28/23,1.43814433,97,4.46,0.52,3.93,100,55.6,65.2,NA,NA,139.5,71.26547619,21.74887892,9325,9424,0.116591928,24.68193384,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1052,SC1,EV194,9/29/23,1.424210526,95,4.33,0.48,3.87,100,64.8,63.2,NA,NA,135.3,72.23055556,21.93995381,9424,9519,0.110854503,24.54780362,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1053,SC1,EV194,10/2/23,1.571794872,78,3.25,0.39,2.88,100,77.2,57.2,NA,NA,122.6,67.645,24,9519,9597,0.12,27.08333333,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1054,SC1,EV194,10/3/23,1.588541667,96,4.34,0.58,3.76,100,58.4,71.2,NA,NA,152.5,74.10079365,22.11981567,9597,9693,0.133640553,25.53191489,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1055,SC1,EV194,10/4/23,1.524175824,91,4.2,0.68,3.54,100,57.6,64.8,NA,NA,138.7,82.025,21.66666667,9693,9790,0.161904762,25.70621469,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1056,SC1,EV194,10/5/23,1.55257732,97,4.71,0.74,3.97,100,53.6,70.4,NA,NA,150.6,81.18333333,20.59447983,9790,9887,0.157112527,24.43324937,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1057,SC1,EV194,10/9/23,1.557142857,77,3.14,0.43,2.71,100,75.6,56,NA,NA,119.9,75.41111111,24.52229299,9887,9964,0.136942675,28.41328413,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1058,SC1,EV194,10/10/23,1.464948454,97,4.62,0.66,3.94,100,60.4,66.4,NA,NA,142.1,72.84166667,20.995671,9964,10061,0.142857143,24.61928934,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1059,SC1,EV194,10/11/23,1.444444444,99,4.46,0.58,3.9,100,52,66.8,NA,NA,143,70.36428571,22.19730942,10061,10163,0.130044843,25.38461538,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1060,SC1,EV194,10/12/23,1.451020408,98,4.54,0.56,3.99,100,52.4,66.4,NA,NA,142.2,71.15833333,21.58590308,10163,10261,0.123348018,24.56140351,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1061,SC1,EV194,10/13/23,1.501980198,101,4.74,0.53,4.21,100,56,70.8,NA,NA,151.7,70.11904762,21.30801688,10261,10362,0.111814346,23.99049881,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1062,SC1,EV194,10/16/23,1.591025641,78,3.14,0.38,2.76,100,64.8,58,NA,NA,124.1,72.66111111,24.84076433,10362,10440,0.121019108,28.26086957,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1063,SC1,EV194,10/17/23,1.543564356,101,4.51,0.35,4.16,100,52,72.8,NA,NA,155.9,73.3047619,22.39467849,10440,10541,0.077605322,24.27884615,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1064,SC1,EV194,10/18/23,1.53030303,99,5.31,1.21,4.09,100,52,70.8,NA,NA,151.5,71.01428571,18.6440678,10541,10643,0.22787194,24.20537897,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1065,SC1,EV194,10/19/23,1.545098039,102,4.81,0.57,4.23,100,57.6,73.6,NA,NA,157.6,72.90571429,21.20582121,10643,10745,0.118503119,24.11347518,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1066,SC1,EV194,10/20/23,1.647058824,102,5.09,0.95,4.17,100,46,78.4,NA,NA,168,75.78333333,20.03929273,10745,10847,0.186640472,24.46043165,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1067,SC1,EV194,10/23/23,1.431578947,76,3.08,0.45,2.63,100,73.6,50.8,NA,NA,108.8,68.4,24.67532468,10847,10923,0.146103896,28.8973384,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1068,SC1,EV194,10/24/23,1.580412371,97,4.46,0.7,3.78,100,64,71.6,NA,NA,153.3,68.80833333,21.74887892,10923,11020,0.156950673,25.66137566,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
1069,SC1,EV194,10/25/23,1.508333333,96,4.6,0.73,3.88,100,50.4,67.6,NA,NA,144.8,66.73333333,20.86956522,11020,11121,0.158695652,24.74226804,SC1 IC,SC,Fleet36,2022,2022,44839,2023-12-15T00:00:00Z,CE WC,International,8,NA,NA,200,1.58,255,15700,NA,Lithium-ion,315,FALSE,125,J1772 CCS Type 1,Medium,68,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(ZON) Zonar,Electric,School Bus
